"timestamp","title","price","market","surface","location","remote_support","lighting","advertiser_type","description","no_of_rooms","form_of_property","url","is_for_sale","posting_id"
"2023-09-04","GOTOWE NOWE mieszkanie Legnica ul. Radarowa","519000","[""market"",""primary""]","69.61","ul. Radarowa, Legnica, dolnośląskie",,,"developer"," Oferuje Państwu MIESZKANIE Z BALKONEM w NOWOCZESNYM APARTAMENTOWCU na nowo powstającym OSIEDLU w  ZIELONEJ OKOLICY w Legnicy przy ul. Radarowej

Układ mieszkania pozwala na komfortowe zamieszkanie przez rodzinę i posiada 3 niezależne sypialnie. Dodatkowo otwarta kuchnia i ustawny salon dają możliwość stworzenia komfortowej części dziennej.
Pokój dzienny posiada wyjście na BALKON , gdzie można urządzić zielone zacisze do odpoczynku na świeżym powietrzu. 
DO MIESZKANIA PRZYNALEŻY PRZESTRONNA PIWNICA 16,4M2 BEZ ŻADNYCH DODATKOWYCH KOSZTÓW

W skład mieszkania wchodzi:

salon z otwartą kuchnią - 25,97 m2
3 sypialnie
łazienka 
WC osobno
przedpokój

ISTNIEJE MOŻLIWOŚĆ DOKUPIENIA  MIEJSCA POSTOJOWEGO NA TERENIE POSESJI

Zalety osiedla i lokalizacji:

duży parking dla mieszkańców
szybki dojazd samochodem do centrum miasta, na strefę ekonomiczną i autostradę A4
5 minut piechotą do parku
cisza i spokój – budynek położony z dala od głównej ulicy, idealne miejsce do odpoczynku i wyciszenia po pracy
kameralna, niska zabudowa
miejsce do spacerów i biegania
ogrodzony budynek zapewniający bezpieczeństwo i komfort Mieszkańców

Pomagamy dopełnić wszelkie formalności związane z kredytem. Oferujemy Państwu również możliwość wykończenia mieszkania w danym zakresie oraz ""pod klucz"".

Przedstawiona oferta cenowa ma charakter informacyjny,",4,,"https://otodom.pl/pl/oferta/gotowe-nowe-mieszkanie-legnica-ul-radarowa-ID4lgHt",true,"4lgHt"
"2024-07-08","Przyjemne 2 pokoje z tarasem/Aneks/Płd Wrocławia","659625","[""market"",""primary""]","45.25","Krzyki, Krzyki, Wrocław, dolnośląskie",,,"agency","MIESZKANIE OD DEWELOPERA K2 7/0/3/2kOpis nieruchomościTo przytulne mieszkanie zapewnia wszystko, czego potrzebujesz, aby cieszyć się wygodą i funkcjonalnością. - pokój dzienny z kuchnią o powierzchni 24,69 m2, stanowi centralne miejsce tego mieszkania, tworząc przestrzeń do spędzania czasu z rodziną i przyjaciółmi.- Sypialnia o powierzchni 9,80 m2 to idealne miejsce do relaksu i wypoczynku po intensywnym dniu.- Łazienka o powierzchni 3,99 m2 - Przedpokój o powierzchni 6,76 m2 z miejscem na szafę,- Niezaprzeczalnym atutem jest taras o powierzchni 18,19 m2 stanowiący idealne miejsce na chwilę wytchnienia na świeżym powietrzu. Planowany termin oddania: 04.2026INWESTYCJA:-W sąsiedztwie Parku Klecińskiego i Parku Południowego-Doskonała lokalizacja - 300 metrów od przystanku tramwajowego Braterska-Sklepy, restauracje i usługi w odległości spaceru-20 minut rowerem lub autem do RynkuInformacje dodatkowe:Zdjęcia wnętrz stanowią jedynie wizualizacje przykładowego wykończenia.Zapraszam do kontaktuKrzysztof Muchatel. 577 100 628WRE Nieruchomościul. Piłsudskiego 49-51WrocławNOTA PRAWNA:Opis oferty zawarty na stronie internetowej sporządzany jest na podstawie oględzin nieruchomości oraz informacji uzyskanych od właściciela, może podlegać aktualizacji i nie stanowi oferty określonej w art. 66 i następnych K.C.",2,"pełna własność","https://www.otodom.pl/pl/oferta/przyjemne-2-pokoje-z-tarasem-aneks-pld-wroclawia-ID4rlTT",true,"4rlTT"
"2023-09-04","Bezczynszowe, 2 poziomy,ogród,2 miejsca postojowe!","651294","[""market"",""primary""]","99.6","ul. Słonecznikowa, Podlesie, Katowice, śląskie",,,"agency","KATOWICE - PODLESIE/PIOTROWICE. ul,Słonecznikowa.  MIESZKAJ BEZ-CZYNSZOWO !OFERTA BEZPOŚREDNIO OD DEWELOPERA - BEZ PROWIZJI I DODATKOWYCH KOSZT&Oacute;W.BRAK 2% PODATKU PCC !DWUPOZIOMOWE2 MIEJSCA POSTOJOWE W CENIE !OGRODZONY OGR&Oacute;DEK !OGRZEWANIE PODŁOGOWE W CAŁYM DOMU W STANDARDZIE !DODATKOWE 40 M2 PODDASZA GRATISKUPUJĄC TEN DOM BEZPŁATNIE POMAGAMY SPRZEDAĆ PAŃSTWA INNĄ NIERUCHOMOŚĆ BIORĄC NA SIEBIE KOSZTY.KARTA RABATOWA NA -10% NA ZAKUPY W OBI ORAZ PROJEKT ŁAZIENKI I KUCHNI W CENIE 1 ZŁOTYCH!KARTA RABATOWA NA PANELE I DRZWI W SKLEPACH BEL-POLDOM W CENIE MIESZKANIA. Oferujemy na sprzedaż nowe domy szeregowe na kameralnym, zamkniętym osiedlu o nowoczesnej, funkcjonalnej i atrakcyjnej architekturze. Oferujemy dwa modele dom&oacute;w o powierzchniach 98,6 i 99,6 m2 R&oacute;żnić się będą praktycznie układem pomieszczeń. Jedne będą miały jedynie stanowisko postojowe zewnętrzne, drugie w bryle budynku. Te pierwsze otrzymają większy salon z jadalnią oraz balkon, drugie na piętrze opr&oacute;cz trzech pokoi - gabinet. W jednych znajdziemy pomieszczenie gospodarcze, w drugich pralnię.  Wszystkie domy posiadać będą tarasy i całkiem spore ogr&oacute;dki. Co istotne - teren osiedla będzie zagospodarowany i ogrodzony, a na jego drogę wewnętrzną wjazd będzie prowadził przez bramkę sterowaną pilotem.   Architekci zaprojektowali całość nowocześnie i oryginalnie, zadbali o ciekawe detale,  gł&oacute;wny jednak nacisk położyli na funkcjonalność zaproponowanych rozwiązań i możliwość ich adaptacji do indywidualnych potrzeb. Proste bryły budynk&oacute;w ożywione zostały niebanalnym układem okien, a także zastosowanymi kolorami i materiałami. Jak łatwo dostrzec kr&oacute;luje wśr&oacute;d nich doskonale imitująca drewno płyta hpl, kt&oacute;ra pojawia się na elewacji w formie okładziny. Dzięki tym zabiegom całe osiedle zyskało szlachetność i lekkość.wszystkie domy z tarasem i sporym ogr&oacute;dkiemkażdy dom ze stanowiskiem garażowym (w bryle budynku lub zewnętrznym)atrakcyjna i funkcjonalna architekturadobra komunikacja w kierunku centrum Katowic oraz Mikołowa, Tych i Gliwicświetna lokalizacja w &bdquo;zielonej i młodej&rdquo; części Katowicteren ogrodzony, wjazd na osiedle przez bramę sterowaną pilotemw każdym domu dodatkowo 40 m2 poddasza do zagospodarowania GRATIS!przystanek autobusowy 30 metr&oacute;w od osiedlastacja PKP - 600 metr&oacute;w od osiedla gwarantująca szybki (7-8 minut) dojazd do centrum Katowic oraz Tych&oacute;wZapraszam na prezetacje!Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Monika Kobiela (licencja nr: 19554)-KUPIMY TWOJĄ NIERUCHOMOŚĆ LUB PRZYJMIEMY JĄ W ROZLICZENIU !BEZPŁATNIE POMOŻEMY W UZYSKANIU KREDYTU HIPOTECZNEGO !WYREMONTUJEMY LUB WYKOŃCZYMY TWÓJ DOM, MIESZKANIE LUB LOKAL !SKUTECZNIE SPRZEDAJEMY I WYNAJMUJEMY PONAD 98% NASZYCH OFERT !POMAGAMY W ODDŁUŻANIU NIERUCHOMOŚCI !DZIAŁAMY ZAWSZE FAIR PLAY !Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu kodeksu cywilnego. ",4,"pełna własność","https://otodom.pl/pl/oferta/bezczynszowe-2-poziomy-ogrod-2-miejsca-postojowe-ID4aF68",true,"4aF68"
"2025-03-07","Przestronny Lokal Handlowo Usługowy | Kromera |","619000",,"47","al. Marcina Kromera, Psie Pole, Wrocław, dolnośląskie",,,,"OFERTA NA WYŁĄCZNOŚĆ ! 

Do sprzedania  lokal handlowo usługowy w znakomitej lokalizacji przy ul. Marcina Kromera. Lokal jest gotowy do rozpoczęcia działalności bez dodatkowych nakładów finansowych.

CENA W OGŁOSZENIU NETTO + 23% VAT

PRZYKŁADOWE PRZEZNACZENIE:- Salon Fryzjerski - Kawiarnia- Biuro rachunkowe - Sklep - Kosmetyczka

ATUTY:- Lokal z dużą witryną- Możliwość powieszenia szyldu nad wejściem- Zaplecze socjalne- Niski czynsz - 500 zł + koszt energii - Duża ilość darmowych miejsc parkingowych w okolicy

LOKALIZACJA:- Lokal przy ulicy generującej duży ruch- Wejście bezpośrednio z ulicyNorbert LaszczykSpecjalista ds. Nieruchomościtel. 573 309 021",,,"https://www.otodom.pl/pl/oferta/przestronny-lokal-handlowo-uslugowy-kromera-ID4uSo5",true,"4uSo5"
"2025-03-07","Lokal do wynajęcia | 26 m2 | Usługi/Biuro | Mielec","1050",,"26.11","ul. Mariana Pisarka, Mielec, mielecki, podkarpackie","true",,,"W Y N A J E MOferujemy do wynajęcia lokal o powierzchni 26,11 m2, usytuowany na pierwszym piętrze nowoczesnego budynku przy ul. Pisarka w Mielcu.IDEALNE MIEJSCE POD BIURO LUB USŁUGI!Budynek wyróżnia się elegancką architekturą oraz funkcjonalnością, co zapewnia komfortowe warunki do prowadzenia działalności.W standardzie:&gt; Polerowane płytki gresowe na podłogach&gt; Nowa stolarka okienna&gt; Automatyczne drzwi wejściowe&gt; Ogrzewanie z węzła c.o.Dodatkowe atuty:&gt; Widoczne miejsce na reklamę&gt; Nowoczesne oświetlenie budynku&gt; Przestronny parking, podjazd dla wózków inwalidzkich i dziecięcychDostępne również lokale o powierzchni: 17,59 m2; 18,5 m2; 25 m2CENA: 1050 zł nettoDodatkowo płatne media!Zapraszamy do kontaktu w celu umówienia się na prezentację oraz uzyskania dodatkowych informacji.EUROHOME LAUREATEM „NAJLEPSZE BIURO NIERUCHOMOŚCI NA PODKARPACIU WG KONKURSU LIDER NIERUCHOMOŚCI OTODOM”Znajdziesz nas w Mielcu, Al. Niepodległości 11.Podejmując współpracę z Eurohome zyskujesz:- oszczędność czasu,- gwarancję bezpieczeństwa transakcji,- weryfikację dokumentów od strony formalno-prawnej,- wsparcie agenta na każdym etapie transakcji,- pomoc w uzyskaniu najlepszych warunków finansowania nieruchomości.Zapraszamy do współpracy!",,,"https://www.otodom.pl/pl/oferta/lokal-do-wynajecia-26-m2-uslugi-biuro-mielec-ID4uI6r",false,"4uI6r"
"2025-03-07","Dom Michałowice Więcławice Masłomiąca duży ogród","1549000","[""market"",""primary""]","212","Mieszczańska, Więcławice Stare, krakowski, małopolskie",,,"private","Wystartowaliśmy z nową inwestycją w Więcławicach Starych przy ulicy Mieszczańskiej!

Mamy dla państwa do zaoferowania 11 wolno stojących domów o podwyższonym standardzie, o pow. 140-212 m2 na działkach od 6,9 do 8 arów. Największym atutem naszej inwestycji to duże działki w cichej okolicy.

Zalety nieruchomości:✔ dom w podwyższonym stanie deweloperskim w kameralnej inwestycji 11 domów, cicha okolica✔ funkcjonalne rozmieszczenie pomieszczeń, podpiwniczony (212m2)✔ wysoka jakość materiałów✔ duża działka (750m2)✔ instalacja pod rolety zewnętrzne, kamery, fotowoltaikę, elektryka, światłowód✔ instalacja rekuperacji wraz z rekuperatorem KONFORMENT✔ pompę ciepła DAIKIN✔ instalacja pod klimatyzację✔ oświetlenie zewnętrzne LED-owe✔ ogrzewanie podłogowe w całym budynku✔ zielona spokojna okolica
✔ PREZENT - Aranżacja wnętrza z Panią Projektant, możliwość wykończenia pod kluczParametry użytkowe Nieruchomości DOM nr 5:
Kondygnacja -1:- Garaż – 37,2m2- Kl. Schodowa – 5,1m2- P. Rekreacyjne – 22,4m2- P. Techniczne – 5,4m2Razem: 70,1m2
Kondygnacja 0: - Wiatrołap – 4,9m2- Salon z aneksem – 26,8 m2- Łazienka - 3,6m2- Hol – 12,8 m2- Gabinet – 14,4 m2- Kuchnia - 15 m2
Razem: 77,5m2
Kondygnacja 1: 
- Korytarz – 10,8m2- Łazienka – 10m2 pralnia 4,2m2- Sypialnia – 16,3m2- Sypialnia – 17,1m2- Sypialnia – 12,1m2- Garderoba 6,1m2
Razem:76,6m2

Zalety lokalizacji:➤ Obwodnica Krakowa S7 – 4 min autem➤ Galeria Krakowska – jedynie 15 km➤ Szkoła, MPK, kościół, sklep – 3 min spaceremKomunikacja:◇łatwy dojazd do centrum Krakowa oraz wszystkich głównych węzłów komunikacyjnych min. do węzła Łuczyce obwodnicy S7

Więcej informacji na naszej stronie internetowej   
                     mieszczanska.inwestdom eu

Oddanie pierwszych domów IV kwartał 2025


Nasze dotychczasowe realizacje:


langiewicza3.inwestdom.eu


langiewicza2.inwestdom.eu


slomniki-harmonium pl


goszcza-na-wrzosowej pl


sulechow-hygge pl


goszcza-langiewicza pl


sadovie pl




OFERTA BEZPOŚREDNIO OD DEWELOPERA - KUPUJĄCY NIE PŁACI PROWIZJI ORAZ PCC!

Przedstawiona oferta ma charakter informacyjny i nie stanowi oferty handlowej w rozumieniu art. 66§1 Kodeksu Cywilnego.",5,,"https://www.otodom.pl/pl/oferta/dom-michalowice-wieclawice-maslomiaca-duzy-ogrod-ID4uGfj",true,"4uGfj"
"2025-03-07","4 Pokojowe Mieszkanie Z Widokiem Na Żurawie","8000",,"82.6","ks. Jerzego Popiełuszki, Śródmieście, Gdańsk, pomorskie",,,"agency","4 POKOJOWE MIESZKANIE DLA WYMAGAJĄCYCH BIZNESMENÓW!!!PRESTIŻOWA LOKALIZACJATo miejsce dla osób, które cenią wyjątkowy klimat Gdańska. Położenie w samym centrum historycznej Stoczni, w otoczeniu nowoczesnych inwestycji, kultury i biznesu, gwarantuje wygodę życia na najwyższym poziomie. Bliskość Starego Miasta, dostęp do renomowanych restauracji, kawiarni i obiektów kulturalnych czyni to miejsce idealnym dla osób aktywnych zawodowo i rodzin. Mieszkanie znajduje się tuż obok Muzeum II Wojny Światowej i Europejskiego Centrum Solidarności, ul. Elektryków, Montowni. Mieszkanie znajduje się w inwestycji ""Żurawie"" fińskiego dewelopera YIT, na ul. Księdza Jerzego Popiełuszki. Budynek zapewnioną ma całodobową ochronę a nad bezpieczeństwem czuwa portier (również całodobowo).Mieszkanie usytuowane w dystansie pieszym do: Starówki (20 minut), Galerii Madison (12 minut), strefy kulturalnej na Stoczni Gdańskiej (5 min).Świetnie skomunikowane (przystanki tramwajowe i autobusowe w odległości 200 /400 metrów). 
 
O MIESZKANIU:- Piętro 1- Metraż: 82 m²- Pokoje: 4- Łazienki: 2- Klimatyzacja w każdym pomieszczeniu- 2 miejsca parkingowe w hali garażowej (w cenie najmu)- do dyspozycji mieszkańców: patio z ławkami i leżakami do relaksu oraz dwa tarasy widokowe usytuowane na dachu budynku Apartament został oddany do użytku pod koniec 2024 roku i nie był wcześniej wynajmowany. Jego wnętrza zaprojektowano z myślą o osobach ceniących jakość, nowoczesny design oraz funkcjonalność.WNĘTRZE I WYPOSAŻENIEOtwarty, jasny salon z dużymi oknami i widokiem na historyczne żurawie stoczniowe. Eleganckie wykończenie, wysokiej jakości meble oraz w pełni wyposażona kuchnia ze sprzętami klasy premium.Główna sypialnia - stylowo urządzona, z dużym łóżkiem i przemyślaną zabudową.Dwie dodatkowe sypialnie/pokoje, pozostawione do własnej aranżacji - idealne jako gabinet, pokój dziecka lub gościnny.Dwie łazienki, wykończone w luksusowym stylu, z najwyższej klasy armaturą.WARUNKI NAJMUCena: 8 000 zł / mc + opłaty eksploatacyjneWynajem długoterminowyKaucja (wysokość 1 czynszu)Apartament gotowy do zamieszkania od zaraz!",4,,"https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-z-widokiem-na-zurawie-ID4w97B",false,"4w97B"
"2025-03-07","Lokal klasy Premium. Centrum, Białystok.","3325000",,"255.86","Centrum, Białystok, podlaskie",,,,"Oferta Specjalna: sprzedaż lokalu użytkowego klasy PREMIUM w centrum Białegostoku. 
 Prestiżowa lokalizacja miasta, nowoczesna architektura i wysoki standard. Nieruchomość znajdująca się wśród apartamentów, pobliskich sklepów, urzędów, galerii i restauracji.
Oferowany lokal o powierzchni  255,86 m2 składa się z otwartej powierzchni, pomieszczeń socjalnych, toalety i korytarza. Świetna propozycja  dla wszelkiego typu działalności typu gabinety, biura, sklepy, lokale usługowe i inwestycje. Lokal pełnić może też funkcje restauracyjno-gastronomiczne, dzięki dostosowaniu technicznemu z dostępem do wywiewu i klimatyzacji.. Przystosowanie dla osób niepełnosprawnych.  Wyeksponowany od ulicy parter z przeszklonymi witrynami, jasna, otwarta powierzchnia, wysokość pomieszczeń 3,08 m. Dostęp do 2 miejsc postojowych w budynku, parking ogólnodostępny przed lokalem. Stan deweloperski. 
Oferta z rynku pierwotnego.  Sprzedaż w cenie 13000 zł/m2 (netto), dodatkowo możliwość wykupienia 2 miejsc garażowych w cenie 70 tys. netto.
UWAGA: Istnieje możliwość zakupu lokalu, lub wynajmu w zależności od indywidualnych ustaleń.  Wyjątkowa oferta na białostockim rynku.  Zdecydowanie polecamy i zapraszamy ! 
::oferta eksportowana z programu mediaRent::",,,"https://www.otodom.pl/pl/oferta/lokal-klasy-premium-centrum-bialystok-ID4uRa1",true,"4uRa1"
"2024-07-08","Apartament z Tarasem Warszawa Wola","1188180","[""market"",""secondary""]","51.66","ul. Kolejowa, Czyste, Wola, Warszawa, mazowieckie",,,"agency","Oferujemy na sprzedaż 2-pokojwy apartament o powierzchni 51,5m2 na warszawskiej Woli. Idealny dla pary lub na inwestycje pod wynajem. Apartament jest rozkładowy, wejście z holu do strefy dziennej, salonu połączonego z kuchnią oraz strefy nocnej, sypialni i łazienki. Mieszkania posiada 30m2 tarasu.
Rozkład:

salon z aneksem kuchennym
sypialnia
łazienka
toaleta
hol
30m2 taras

Lokalizacja:
Wokół bezpieczne, zamknięte osiedle. 10 minut spacerem do Centrum Biznesowego Woli. W niedalekiej odległości liczne punkty handlowo/usługowe oraz sklepy wielkopowierzchniowe. Doskonale skomunikowana przestrzeń, Metro Rondo Daszyńskiego oraz linie tramwajowe.
Dodatkowo do mieszkania przynależy miejsce parkingowe podziemne.Zamieszczone w ofercie zdjęcia są własnością Dewelopera.
Zapraszam do kontaktu!Jestem do dyspozycji do godziny 22:00.",2,"pełna własność","https://www.otodom.pl/pl/oferta/apartament-z-tarasem-warszawa-wola-ID4qzCu",true,"4qzCu"
"2024-07-08","Piękna działka budowlana z widokiem na jezioro!","132000",,"1279","Połęczyno, Somonino, kartuski, pomorskie",,,,"Działka budowlana nad jeziorem - Połęczyno, pow. kartuski. Oferujemy do sprzedaży bardzo ładnie położoną działki budowlaną (dla terenu działki została wydana prawomocna decyzja o warunkach zabudowy) z przeznaczeniem pod budownictwo mieszkalne jednorodzinne. Działka znajduje się w odległości 300 od Jeziora Połęczyńskiego! Wodociąg znajduje się na działce, prąd znajduje się 50 metrów od działki. Teren pagórkowaty, na wzniesieniu z dobrym nasłonecznieniem. Zapraszamy do kontaktu 697-205-205.",,,"https://www.otodom.pl/pl/oferta/piekna-dzialka-budowlana-z-widokiem-na-jezioro-ID4qZdv",true,"4qZdv"
"2024-07-08","Wuwa Vita",,,,"ul. Heinricha Lauterbacha, Leśnica, Fabryczna, Wrocław, dolnośląskie",,,,"1, 2, 3 i 4-pokojowe mieszkania od 25 m2 do 109 m2 od dewelopera DEVELIALas Maślicki (20 minut spacerem)Przystanek tramwajowy i autobusowy (8 minut spacerem)Lidl (6 minut samochodem), Biedronka (7 minut samochodem)CH Magnolia Park, Kino Helios (12 minut samochodem)Wjazd na AOW (4 minuty samochodem)WUWA Vita - poznaj inwestycjęInwestycja WUWA Vita zakłada budowę pięciu obiektów w dwóch etapach, oferując w sumie 164 mieszkania zaplanowane z naciskiem na komfort i użyteczność. Potencjalni nabywcy będą mieli do wyboru szeroką gamę mieszkań, od małych kawalerek po duże mieszkania 5-pokojowe, z metrażami od 25 do 131 m². Charakterystyczną cechą mieszkań jest ich wysokość, która jest wyższa niż standardowa. W zależności od piętra, mieszkania będą miały głębokie balkony z przesłonami, tarasy lub ogródki, co w połączeniu z dużymi oknami zapewni świetne doświetlenie pomieszczeń. Dla mieszkańców zaplanowano 185 miejsc parkingowych w dwóch garażach podziemnych na poziomach -1 i 0, w tym miejsca dostosowane dla osób z niepełnosprawnościami. Projekt przewiduje również parkingi naziemne. Na terenie osiedla znajdą się także 13 lokali usługowych przeznaczonych na sklepy i punkty usługowe, a także rowerownie przy klatkach schodowych i komórki lokatorskie.WUWA Vita - lokalizacjaŻerniki, ul. Tadeusza Brzozy8,4 km do centrum8 min. spacerem do przystanku tramwajowego9 min. spacerem do przystanku autobusowegodojazd do centrum: 21 min samochodemIstotne punkty w okolicy inwestycjiWeterynarz (274 m, 4 minuty spacerem)Przedszkole (320 m, 5 minut spacerem)Lekarz (336 m, 5 minut spacerem)Piekarnia (357 m, 5 minut spacerem)Przystanek tramwajowy (586 m, 8 minut spacerem)Przystanek autobusowy (647 m, 9 minut spacerem)Oferta pochodzi z serwisu obido",,,"https://www.otodom.pl/pl/inwestycja/wuwa-vita-ID4qDtN",false,"4qDtN"
"2025-07-07","Działka budowlana na Jurze, Biskupice","190000",,"1950","ul. Szkolna, Biskupice, częstochowski, śląskie",,,,"Ogłoszenie od osoby prywatnej  Mam na sprzedaż trzy działki budowlane o numerach: - 607 =&gt; o powierzchni 1950m2 - 603 =&gt; o powierzchni 1960m2 - 587 =&gt; o powierzchni 2530m2 położone w malowniczej miejscowości Biskupice na Jurze Krakowsko-Częstochowskiej.  Każda działka ma podobne wymiary około 15m szerokości i około 140m - 160m długości. Media to woda, prąd i gaz w drodze. Cena za metr 97zł.  Pośrednikom dziękuję!",,,"https://www.otodom.pl/pl/oferta/dzialka-budowlana-na-jurze-biskupice-ID4hqPA",true,"4hqPA"
"2023-09-04","Diamentowe Tarasy | wyjątkowe mieszkanie C/M32","353864",,"39.76","ul. Henryka Wolińskiego, Wrotków, Lublin, lubelskie",,,,"Przedmiotem ogłoszenia jest 2-pokojowe mieszkanie numer C_M32 położone na parterze w inwestycji Diamentowe Tarasy. To wyjątkowy lokal o powierzchni 39,76 m kw. Cechą inwestycji jest wysoki standard i świetna lokalizacjaDIAMENTOWE TARASY to najnowsza inwestycji spółki Lalak Development. Nowy budynek mieszkalny wielorodzinny na osiedlu Diamentowe Tarasy przy ul. WOLIŃSKIEGO skrzyżowanie z ul. Diamentową - obok salonu Black Red White. W inwestycji będzie łącznie 237 mieszkań 2,3,4,5- pokojowych o metrażach od 34 do 103m2 w atrakcyjnych cenach. Zalety Inwestycji:·   Budynek nowoczesny, sześciokondygnacyjny, charakteryzujący się ponadczasową prostotą   i elegancją, zaprojektowany w spokojnej tonacji kolorystycznej z dbałością o detale, z wykorzystaniem nowoczesnych materiałów wykończeniowych;·   Wygodne i cichobieżne windy dostępne z parkingu podziemnego;·   Teren monitorowany całodobowo;·   Wideo-domofon w każdym mieszkaniu·   Przestronne, ustawne balkony, słoneczne tarasy, ogródki -  w części lokali na parterze;·   Ogrodzony, bezpieczny i duży plac zabaw dla dzieci;·   Parking podziemny i naziemny, funkcjonalne komórki lokatorskie;·   Atrakcyjne położenie w pobliżu Zalewu Zemborzyckiego i terenów zielonych kompleksu leśnego;·   Łatwy i szybki dojazd do centrum oraz pozostałych dzielnic miasta, rozbudowana komunikacja miejska, bezpośrednie sąsiedztwo głównych arterii komunikacyjnych;·   Linie autobusowe nr 1, 15, 19, 20, 21, 25, 37, 38, 40, 50·   Linie trolejbusowe nr 157, 160Media: ogrzewanie miejskie, woda, prąd, brak gazu w budynku. Planowany zakończenie budowy inwestycji  II  kw. 2023r. Po więcej szczegółów zapraszamy do naszego biura sprzedaży:Lalak Development Sp. z o.o.Lublin, ul. Diamentowa 2 – I piętro",2,"pełna własność","https://otodom.pl/pl/oferta/diamentowe-tarasy-wyjatkowe-mieszkanie-c-m32-ID4fkA6",true,"4fkA6"
"2024-07-08","Sprzedam działki budowlane w Studzienicach","180000",,"1000","Studzienice, Pszczyna, pszczyński, śląskie",,,,"Sprzedam sześć działek budowlanych w Studzienicach o powierzchni od 8,9 - 10,3 ar. Działki w spokojnej okolicy, dojazd drogą publiczną od ulicy Bażantów. Media w bezpośrednim (prąd) i niedalekim (woda, gaz) sąsiedztwie działek. Zgodnie z MPZP teren przeznaczony pod zabudowę jednorodzinną. Zgodnie z zapisami MPZP planowana jest w bezpośrednim sąsiedztwie droga przelotowa łącząca ulice Bażantów i Wilczą. Cena 180 zł/m2.
Tel. 601452275",,,"https://www.otodom.pl/pl/oferta/sprzedam-dzialki-budowlane-w-studzienicach-ID4pvaV",true,"4pvaV"
"2023-09-04","Budynek usługowy z możliwością rozbudowy Grybów","200000",,"46.2","ul. Kazimierza Wielkiego, Grybów, nowosądecki, małopolskie",,,,"Przedstawiamy Państwu dobrze ulokowany wolnostojący budynek handlowo-usługowy z możliwością rozbudowy na sprzedaż o łącznej powierzchni całkowitej 46 m2, idealny na prowadzenie własnej działalności.Budynek znajduje się przy ul. Kazimierza Wielkiego w Grybowie - super lokalizacja, centrum miasta w zasięgu.Świetne otoczenie, typ ulicy: główna, dobra komunikacja autobusowa.Usługi znajdujące się w pobliżu: salony kosmetyczne, fryzjer, przedszkole, sklep spożywczy.Wszystko dostępne w pobliżu!Nieruchomość jest objęta Miejscowy Planem Zagospodarowania Przestrzennego, oznaczona symbolem:33.MW - Teren zabudowy mieszkaniowej o wysokiej intensywności.Utrzymuje się istniejącą zabudowę, dopuszcza się jej modernizację i przebudowę oraz uzupełnienie zabudową mieszkaniową zwartą i budynkami mieszkalnymi wolnostojącymi, przy zachowaniu określonych parametrów.Możliwość finansowania przez stronę kupującą  zamiany na inną nieruchomość.Proponowane przeznaczenie: lokal handlowy/usługowy, lokal użytkowy.Powierzchnia działki: 288 m2.Rynek: wtórny.Ilość pomieszczeń: 2.Wysokość pomieszczeń: 2.5 m.Rok budowy: 1995.Stan budynku: do remontu.Stan lokalu: do wykończenia.Media: prąd.Dodatkowe informacje:- drzwi wejściowe drewniane,- typ okien drewniane (typ nowy),- drzwi wejściowe drewniane,- pokrycie podłogi: płytka.Dostępny od zaraz!ZAPRASZAMY DO KONTAKTUSZCZEGÓŁY POD NR TEL. +48 789 454 842KLIMCZAK NIERUCHOMOŚCIBiuro sprzedaży: ul.Marii Konopnickiej 3/10 Nowy Sączemail: ",,,"https://www.otodom.pl/pl/oferta/budynek-uslugowy-z-mozliwoscia-rozbudowy-grybow-ID4i3as",true,"4i3as"
